iso3,category,category_name,type,type_name,variable,value,units,data_type,source
AGO,A,Beneficial,A1,Fisheries management,subsidies_per_gdp,6.999775090228984e-5,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
NRU,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_capita,0.3704942181989924,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
NRU,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_capita,4.371079871693954,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
NRU,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_capita,3.629006347607053,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
NRU,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_capita,6.179201872638539,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
NRU,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
NRU,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_capita,0.030110201511335012,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
NRU,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
NRU,C,Ambiguous,C1,Fisher assistance,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
NRU,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
NRU,C,Ambiguous,C3,Rural fisher communities,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
NZL,A,Beneficial,A1,Fisheries management,subsidies_per_capita,9.127856323815372,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
NZL,A,Beneficial,A2,Fishery research and development,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
NZL,A,Beneficial,A3,Marine protected areas,subsidies_per_capita,6.555620317265377,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
NZL,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
NZL,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
NZL,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
NZL,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
NZL,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
NZL,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_capita,0.16080153106130385,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
NZL,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_capita,5.765269794289223,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
NZL,C,Ambiguous,C1,Fisher assistance,subsidies_per_capita,0.1454337160986593,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
NZL,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
NZL,C,Ambiguous,C3,Rural fisher communities,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
OMN,A,Beneficial,A1,Fisheries management,subsidies_per_capita,10.211625575656855,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
OMN,A,Beneficial,A2,Fishery research and development,subsidies_per_capita,2.392614132817115,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
OMN,A,Beneficial,A3,Marine protected areas,subsidies_per_capita,0.21923082470732375,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
OMN,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_capita,1.3660431083409963,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
OMN,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_capita,4.0404899820539795,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
OMN,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_capita,2.3539599787389247,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
OMN,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_capita,3.068879996057549,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
OMN,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
OMN,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_capita,0.039666871174409354,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
OMN,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_capita,6.641619962219559,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
OMN,C,Ambiguous,C1,Fisher assistance,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
OMN,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
OMN,C,Ambiguous,C3,Rural fisher communities,subsidies_per_capita,1.27969033600491,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PAK,A,Beneficial,A1,Fisheries management,subsidies_per_capita,0.2591237235176038,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PAK,A,Beneficial,A2,Fishery research and development,subsidies_per_capita,0.020926266150894213,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PAK,A,Beneficial,A3,Marine protected areas,subsidies_per_capita,0.006185764995061849,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PAK,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_capita,0.021968997158212593,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PAK,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_capita,0.2591895812469079,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PAK,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
PAK,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_capita,0.3664048227875283,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PAK,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
PAK,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_capita,0.0022017547013517373,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PAK,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
PAK,C,Ambiguous,C1,Fisher assistance,subsidies_per_capita,0.04198952745241465,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PAK,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
PAK,C,Ambiguous,C3,Rural fisher communities,subsidies_per_capita,0.010766117409308851,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PAN,A,Beneficial,A1,Fisheries management,subsidies_per_capita,2.100251551818789,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
PAN,A,Beneficial,A2,Fishery research and development,subsidies_per_capita,0.18811716324628497,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
PAN,A,Beneficial,A3,Marine protected areas,subsidies_per_capita,1.3585438412898836,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PAN,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_capita,0.6713274660254214,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PAN,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_capita,0.18811716324628497,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
PAN,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
PAN,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_capita,1.5081686795361027,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PAN,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_capita,2.3375148447175675,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PAN,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_capita,0.19872784257505555,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PAN,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
PAN,C,Ambiguous,C1,Fisher assistance,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
PAN,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
PAN,C,Ambiguous,C3,Rural fisher communities,subsidies_per_capita,1.9632035735824382,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
PER,A,Beneficial,A1,Fisheries management,subsidies_per_capita,0.61697349697661,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
PER,A,Beneficial,A2,Fishery research and development,subsidies_per_capita,0.6825864690319775,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
PER,A,Beneficial,A3,Marine protected areas,subsidies_per_capita,0.09501596507902528,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PER,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_capita,1.2066332480505328,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PER,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_capita,0.25985351319205424,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
PER,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_capita,2.0792655499709025,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PER,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_capita,0.9972086418640059,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
PER,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_capita,4.201411786507319,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PER,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_capita,0.0019820879860413133,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PER,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
PER,C,Ambiguous,C1,Fisher assistance,subsidies_per_capita,0.08439652332020477,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
PER,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
PER,C,Ambiguous,C3,Rural fisher communities,subsidies_per_capita,0.042842196955127684,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
PHL,A,Beneficial,A1,Fisheries management,subsidies_per_capita,0.011723140948177193,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
PHL,A,Beneficial,A2,Fishery research and development,subsidies_per_capita,0.11098632324694532,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PHL,A,Beneficial,A3,Marine protected areas,subsidies_per_capita,0.26163836644219124,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PHL,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_capita,0.1305955631066827,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PHL,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_capita,0.027983997916136948,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
PHL,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
PHL,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_capita,3.1311765314459127e-4,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
PHL,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_capita,0.256608517003566,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PHL,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_capita,0.08112552598911438,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PHL,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_capita,0.8121829591594233,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PHL,C,Ambiguous,C1,Fisher assistance,subsidies_per_capita,6.0303022152755957e-5,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
PHL,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
PHL,C,Ambiguous,C3,Rural fisher communities,subsidies_per_capita,0.05710009509251976,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PLW,A,Beneficial,A1,Fisheries management,subsidies_per_capita,1170.8033121125816,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PLW,A,Beneficial,A2,Fishery research and development,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
PLW,A,Beneficial,A3,Marine protected areas,subsidies_per_capita,122.24469241078907,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PLW,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
PLW,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_capita,18.46740585245993,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PLW,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
PLW,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_capita,14.026579114312838,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PLW,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
PLW,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
PLW,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
PLW,C,Ambiguous,C1,Fisher assistance,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
PLW,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
PLW,C,Ambiguous,C3,Rural fisher communities,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
PNG,A,Beneficial,A1,Fisheries management,subsidies_per_capita,0.15935476642967794,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
PNG,A,Beneficial,A2,Fishery research and development,subsidies_per_capita,0.31006665441984704,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PNG,A,Beneficial,A3,Marine protected areas,subsidies_per_capita,0.2935776771385108,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PNG,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_capita,0.18809613346756035,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PNG,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_capita,0.4587003792331121,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
PNG,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_capita,0.25086132579840204,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
PNG,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_capita,1.2823874024611692,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
PNG,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_capita,0.36959195769711456,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PNG,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_capita,0.6738750842985547,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PNG,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
PNG,C,Ambiguous,C1,Fisher assistance,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
PNG,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
PNG,C,Ambiguous,C3,Rural fisher communities,subsidies_per_capita,0.03762919886976031,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
POL,A,Beneficial,A1,Fisheries management,subsidies_per_capita,0.026121709866317164,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
POL,A,Beneficial,A2,Fishery research and development,subsidies_per_capita,0.055529245378206665,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
POL,A,Beneficial,A3,Marine protected areas,subsidies_per_capita,0.3241416649209443,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
POL,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_capita,0.13641206398938685,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
POL,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_capita,0.14416013382080853,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
POL,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_capita,0.023804536097588567,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
POL,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_capita,0.12272848998861147,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
POL,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_capita,0.47497717685257484,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
POL,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_capita,0.33581901762015753,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
POL,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_capita,0.260877484336684,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
POL,C,Ambiguous,C1,Fisher assistance,subsidies_per_capita,0.0912715697819727,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
POL,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_capita,0.008847601235307891,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
POL,C,Ambiguous,C3,Rural fisher communities,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
PRK,A,Beneficial,A1,Fisheries management,subsidies_per_capita,0.4070543364710333,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PRK,A,Beneficial,A2,Fishery research and development,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
PRK,A,Beneficial,A3,Marine protected areas,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
PRK,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
PRK,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
PRK,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
PRK,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
PRK,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
PRK,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_capita,0.038183702201569414,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PRK,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
PRK,C,Ambiguous,C1,Fisher assistance,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
PRK,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
PRK,C,Ambiguous,C3,Rural fisher communities,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
PRT,A,Beneficial,A1,Fisheries management,subsidies_per_capita,0.34071161868948147,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
PRT,A,Beneficial,A2,Fishery research and development,subsidies_per_capita,1.0827802637330062,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PRT,A,Beneficial,A3,Marine protected areas,subsidies_per_capita,2.752935546455948,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PRT,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_capita,0.023387765949065928,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
PRT,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_capita,0.2048273643175168,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
PRT,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_capita,0.1041677920574314,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
PRT,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_capita,0.26957134808216726,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
PRT,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
PRT,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_capita,0.3392842705365092,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PRT,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_capita,8.382961478781555,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
PRT,C,Ambiguous,C1,Fisher assistance,subsidies_per_capita,0.13977157154581094,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
PRT,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_capita,0.046775531898131856,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
PRT,C,Ambiguous,C3,Rural fisher communities,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
QAT,A,Beneficial,A1,Fisheries management,subsidies_per_capita,6.807722819723497,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
QAT,A,Beneficial,A2,Fishery research and development,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
QAT,A,Beneficial,A3,Marine protected areas,subsidies_per_capita,0.10609684920283699,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
QAT,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
QAT,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
QAT,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
QAT,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_capita,2.0385196056192,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
QAT,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
QAT,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
QAT,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
QAT,C,Ambiguous,C1,Fisher assistance,subsidies_per_capita,0.6071306122170187,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
QAT,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
QAT,C,Ambiguous,C3,Rural fisher communities,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
ROU,A,Beneficial,A1,Fisheries management,subsidies_per_capita,0.030607182949558834,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
ROU,A,Beneficial,A2,Fishery research and development,subsidies_per_capita,0.007171353664713697,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
ROU,A,Beneficial,A3,Marine protected areas,subsidies_per_capita,0.20043453018434487,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
