iso3,year,category,category_name,type,type_name,data_type,units,source,value,variable
KOR,2012,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2012 US$,OECD FSE database,4413221.624,subsidies_OECD
KOR,2013,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2013 US$,OECD FSE database,2310659.27,subsidies_OECD
KOR,2014,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2014 US$,OECD FSE database,2252473.938,subsidies_OECD
KOR,2015,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2015 US$,OECD FSE database,2401642.086,subsidies_OECD
KOR,2016,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2016 US$,OECD FSE database,917637.192,subsidies_OECD
KOR,2017,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2017 US$,OECD FSE database,854387.146,subsidies_OECD
KOR,2008,1,Transfers to individual fishers - budgetary,1C,Transfers based on the reduction of productive capacity,Reported,2008 US$,OECD FSE database,334737736.246,subsidies_OECD
KOR,2009,1,Transfers to individual fishers - budgetary,1C,Transfers based on the reduction of productive capacity,Reported,2009 US$,OECD FSE database,85216104.757,subsidies_OECD
KOR,2010,1,Transfers to individual fishers - budgetary,1C,Transfers based on the reduction of productive capacity,Reported,2010 US$,OECD FSE database,67074522.303,subsidies_OECD
KOR,2011,1,Transfers to individual fishers - budgetary,1C,Transfers based on the reduction of productive capacity,Reported,2011 US$,OECD FSE database,33607803.193,subsidies_OECD
KOR,2012,1,Transfers to individual fishers - budgetary,1C,Transfers based on the reduction of productive capacity,Reported,2012 US$,OECD FSE database,26462454.879,subsidies_OECD
KOR,2013,1,Transfers to individual fishers - budgetary,1C,Transfers based on the reduction of productive capacity,Reported,2013 US$,OECD FSE database,22728484.819,subsidies_OECD
KOR,2014,1,Transfers to individual fishers - budgetary,1C,Transfers based on the reduction of productive capacity,Reported,2014 US$,OECD FSE database,19494535.193,subsidies_OECD
KOR,2015,1,Transfers to individual fishers - budgetary,1C,Transfers based on the reduction of productive capacity,Reported,2015 US$,OECD FSE database,19846031.699,subsidies_OECD
KOR,2016,1,Transfers to individual fishers - budgetary,1C,Transfers based on the reduction of productive capacity,Reported,2016 US$,OECD FSE database,19241947.209,subsidies_OECD
KOR,2017,1,Transfers to individual fishers - budgetary,1C,Transfers based on the reduction of productive capacity,Reported,2017 US$,OECD FSE database,19385566.744,subsidies_OECD
KOR,2008,1,Transfers to individual fishers - budgetary,1D,Miscellaneous transfers to fishers,Reported,2008 US$,OECD FSE database,64569410.496,subsidies_OECD
KOR,2009,1,Transfers to individual fishers - budgetary,1D,Miscellaneous transfers to fishers,Reported,2009 US$,OECD FSE database,44964229.124,subsidies_OECD
KOR,2010,1,Transfers to individual fishers - budgetary,1D,Miscellaneous transfers to fishers,Reported,2010 US$,OECD FSE database,48151717.714,subsidies_OECD
KOR,2011,1,Transfers to individual fishers - budgetary,1D,Miscellaneous transfers to fishers,Reported,2011 US$,OECD FSE database,47288799.876,subsidies_OECD
KOR,2012,1,Transfers to individual fishers - budgetary,1D,Miscellaneous transfers to fishers,Reported,2012 US$,OECD FSE database,45067439.097,subsidies_OECD
KOR,2013,1,Transfers to individual fishers - budgetary,1D,Miscellaneous transfers to fishers,Reported,2013 US$,OECD FSE database,37913991.413,subsidies_OECD
KOR,2014,1,Transfers to individual fishers - budgetary,1D,Miscellaneous transfers to fishers,Reported,2014 US$,OECD FSE database,34722474.516,subsidies_OECD
KOR,2015,1,Transfers to individual fishers - budgetary,1D,Miscellaneous transfers to fishers,Reported,2015 US$,OECD FSE database,30563702.033,subsidies_OECD
KOR,2016,1,Transfers to individual fishers - budgetary,1D,Miscellaneous transfers to fishers,Reported,2016 US$,OECD FSE database,44224942.879,subsidies_OECD
KOR,2017,1,Transfers to individual fishers - budgetary,1D,Miscellaneous transfers to fishers,Reported,2017 US$,OECD FSE database,70305625.535,subsidies_OECD
MEX,2008,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2008 US$,OECD FSE database,106067875.721,subsidies_OECD
MEX,2009,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2009 US$,OECD FSE database,56500788.833,subsidies_OECD
MEX,2010,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2010 US$,OECD FSE database,81460560.433,subsidies_OECD
MEX,2011,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2011 US$,OECD FSE database,96189911.168,subsidies_OECD
MEX,2012,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2012 US$,OECD FSE database,79223854.79,subsidies_OECD
MEX,2013,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2013 US$,OECD FSE database,80154316.322,subsidies_OECD
MEX,2014,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2014 US$,OECD FSE database,55226524.781,subsidies_OECD
MEX,2015,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2015 US$,OECD FSE database,49120721.73,subsidies_OECD
MEX,2014,1,Transfers to individual fishers - budgetary,1B,Transfers based on fishers income,Reported,2014 US$,OECD FSE database,8489891.216,subsidies_OECD
MEX,2015,1,Transfers to individual fishers - budgetary,1B,Transfers based on fishers income,Reported,2015 US$,OECD FSE database,10885082.505,subsidies_OECD
MEX,2008,1,Transfers to individual fishers - budgetary,1C,Transfers based on the reduction of productive capacity,Reported,2008 US$,OECD FSE database,0,subsidies_OECD
MEX,2009,1,Transfers to individual fishers - budgetary,1C,Transfers based on the reduction of productive capacity,Reported,2009 US$,OECD FSE database,9034202.146,subsidies_OECD
MEX,2010,1,Transfers to individual fishers - budgetary,1C,Transfers based on the reduction of productive capacity,Reported,2010 US$,OECD FSE database,9658103.375,subsidies_OECD
MEX,2011,1,Transfers to individual fishers - budgetary,1C,Transfers based on the reduction of productive capacity,Reported,2011 US$,OECD FSE database,3458332.927,subsidies_OECD
MEX,2012,1,Transfers to individual fishers - budgetary,1C,Transfers based on the reduction of productive capacity,Reported,2012 US$,OECD FSE database,1140666.553,subsidies_OECD
MEX,2013,1,Transfers to individual fishers - budgetary,1C,Transfers based on the reduction of productive capacity,Reported,2013 US$,OECD FSE database,1119823.678,subsidies_OECD
MEX,2014,1,Transfers to individual fishers - budgetary,1C,Transfers based on the reduction of productive capacity,Reported,2014 US$,OECD FSE database,1112324.41,subsidies_OECD
MEX,2015,1,Transfers to individual fishers - budgetary,1C,Transfers based on the reduction of productive capacity,Reported,2015 US$,OECD FSE database,428367.986,subsidies_OECD
MEX,2008,2,General service support estimate,2G,Management of resources,Reported,2008 US$,OECD FSE database,1882861.699,subsidies_OECD
MEX,2009,2,General service support estimate,2G,Management of resources,Reported,2009 US$,OECD FSE database,2813931.816,subsidies_OECD
MEX,2010,2,General service support estimate,2G,Management of resources,Reported,2010 US$,OECD FSE database,5224875.596,subsidies_OECD
MEX,2011,2,General service support estimate,2G,Management of resources,Reported,2011 US$,OECD FSE database,5871123.341,subsidies_OECD
MEX,2012,2,General service support estimate,2G,Management of resources,Reported,2012 US$,OECD FSE database,5323110.582,subsidies_OECD
MEX,2013,2,General service support estimate,2G,Management of resources,Reported,2013 US$,OECD FSE database,5716582.41,subsidies_OECD
MEX,2014,2,General service support estimate,2G,Management of resources,Reported,2014 US$,OECD FSE database,5260993.831,subsidies_OECD
MEX,2015,2,General service support estimate,2G,Management of resources,Reported,2015 US$,OECD FSE database,3275755.187,subsidies_OECD
NLD,2008,0,Transfers to individual fishers - non budgetary,0B,Fuel tax concessions,Reported,2008 US$,OECD FSE database,140292064.779,subsidies_OECD
NLD,2009,0,Transfers to individual fishers - non budgetary,0B,Fuel tax concessions,Reported,2009 US$,OECD FSE database,130313334.729,subsidies_OECD
NLD,2010,0,Transfers to individual fishers - non budgetary,0B,Fuel tax concessions,Reported,2010 US$,OECD FSE database,125930224.267,subsidies_OECD
NLD,2011,0,Transfers to individual fishers - non budgetary,0B,Fuel tax concessions,Reported,2011 US$,OECD FSE database,117505032.395,subsidies_OECD
NLD,2012,0,Transfers to individual fishers - non budgetary,0B,Fuel tax concessions,Reported,2012 US$,OECD FSE database,93300826.698,subsidies_OECD
NLD,2013,0,Transfers to individual fishers - non budgetary,0B,Fuel tax concessions,Reported,2013 US$,OECD FSE database,95887431.823,subsidies_OECD
NLD,2014,0,Transfers to individual fishers - non budgetary,0B,Fuel tax concessions,Reported,2014 US$,OECD FSE database,95660394.713,subsidies_OECD
NLD,2015,0,Transfers to individual fishers - non budgetary,0B,Fuel tax concessions,Reported,2015 US$,OECD FSE database,77652529.088,subsidies_OECD
NLD,2016,0,Transfers to individual fishers - non budgetary,0B,Fuel tax concessions,Reported,2016 US$,OECD FSE database,77409521.168,subsidies_OECD
NLD,2017,0,Transfers to individual fishers - non budgetary,0B,Fuel tax concessions,Reported,2017 US$,OECD FSE database,78908165.845,subsidies_OECD
NLD,2008,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2008 US$,OECD FSE database,0,subsidies_OECD
NLD,2009,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2009 US$,OECD FSE database,18498.183,subsidies_OECD
NLD,2010,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2010 US$,OECD FSE database,503619.978,subsidies_OECD
NLD,2011,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2011 US$,OECD FSE database,0,subsidies_OECD
NLD,2012,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2012 US$,OECD FSE database,427343.632,subsidies_OECD
NLD,2013,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2013 US$,OECD FSE database,86831.546,subsidies_OECD
NLD,2014,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2014 US$,OECD FSE database,6684473.242,subsidies_OECD
NLD,2015,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2015 US$,OECD FSE database,205932.288,subsidies_OECD
NLD,2016,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2016 US$,OECD FSE database,2391708.705,subsidies_OECD
NLD,2017,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2017 US$,OECD FSE database,229679.126,subsidies_OECD
NLD,2008,1,Transfers to individual fishers - budgetary,1C,Transfers based on the reduction of productive capacity,Reported,2008 US$,OECD FSE database,40431346.527,subsidies_OECD
NLD,2008,2,General service support estimate,2D,Support to fishing communities,Reported,2008 US$,OECD FSE database,0,subsidies_OECD
NLD,2009,2,General service support estimate,2D,Support to fishing communities,Reported,2009 US$,OECD FSE database,0,subsidies_OECD
NLD,2010,2,General service support estimate,2D,Support to fishing communities,Reported,2010 US$,OECD FSE database,0,subsidies_OECD
NLD,2011,2,General service support estimate,2D,Support to fishing communities,Reported,2011 US$,OECD FSE database,0,subsidies_OECD
NLD,2012,2,General service support estimate,2D,Support to fishing communities,Reported,2012 US$,OECD FSE database,1916410.152,subsidies_OECD
NLD,2013,2,General service support estimate,2D,Support to fishing communities,Reported,2013 US$,OECD FSE database,2233285.848,subsidies_OECD
NLD,2014,2,General service support estimate,2D,Support to fishing communities,Reported,2014 US$,OECD FSE database,2321493.009,subsidies_OECD
NLD,2015,2,General service support estimate,2D,Support to fishing communities,Reported,2015 US$,OECD FSE database,1411701.902,subsidies_OECD
NLD,2016,2,General service support estimate,2D,Support to fishing communities,Reported,2016 US$,OECD FSE database,4087136.461,subsidies_OECD
NLD,2017,2,General service support estimate,2D,Support to fishing communities,Reported,2017 US$,OECD FSE database,0,subsidies_OECD
NLD,2008,2,General service support estimate,2F,Research and development,Reported,2008 US$,OECD FSE database,0,subsidies_OECD
NLD,2009,2,General service support estimate,2F,Research and development,Reported,2009 US$,OECD FSE database,426912.78,subsidies_OECD
NLD,2010,2,General service support estimate,2F,Research and development,Reported,2010 US$,OECD FSE database,1593333.326,subsidies_OECD
NLD,2011,2,General service support estimate,2F,Research and development,Reported,2011 US$,OECD FSE database,2761500.138,subsidies_OECD
NLD,2012,2,General service support estimate,2F,Research and development,Reported,2012 US$,OECD FSE database,4318435.965,subsidies_OECD
NLD,2013,2,General service support estimate,2F,Research and development,Reported,2013 US$,OECD FSE database,11001324.521,subsidies_OECD
NLD,2014,2,General service support estimate,2F,Research and development,Reported,2014 US$,OECD FSE database,10275096.1,subsidies_OECD
NLD,2015,2,General service support estimate,2F,Research and development,Reported,2015 US$,OECD FSE database,8371196.67,subsidies_OECD
NLD,2016,2,General service support estimate,2F,Research and development,Reported,2016 US$,OECD FSE database,16018528.046,subsidies_OECD
NLD,2017,2,General service support estimate,2F,Research and development,Reported,2017 US$,OECD FSE database,522881.579,subsidies_OECD
NLD,2009,2,General service support estimate,2G,Management of resources,Reported,2009 US$,OECD FSE database,2578020.156,subsidies_OECD
NLD,2010,2,General service support estimate,2G,Management of resources,Reported,2010 US$,OECD FSE database,2185177.357,subsidies_OECD
NLD,2011,2,General service support estimate,2G,Management of resources,Reported,2011 US$,OECD FSE database,2258146.744,subsidies_OECD
NLD,2012,2,General service support estimate,2G,Management of resources,Reported,2012 US$,OECD FSE database,8071138.657,subsidies_OECD
NLD,2013,2,General service support estimate,2G,Management of resources,Reported,2013 US$,OECD FSE database,8985098.952,subsidies_OECD
NLD,2014,2,General service support estimate,2G,Management of resources,Reported,2014 US$,OECD FSE database,9724406.6,subsidies_OECD
NLD,2015,2,General service support estimate,2G,Management of resources,Reported,2015 US$,OECD FSE database,7765252.909,subsidies_OECD
NLD,2016,2,General service support estimate,2G,Management of resources,Reported,2016 US$,OECD FSE database,7740952.117,subsidies_OECD
NLD,2017,2,General service support estimate,2G,Management of resources,Reported,2017 US$,OECD FSE database,8719019.784,subsidies_OECD
NZL,2012,2,General service support estimate,2F,Research and development,Reported,2012 US$,OECD FSE database,26661307.33,subsidies_OECD
NZL,2013,2,General service support estimate,2F,Research and development,Reported,2013 US$,OECD FSE database,28726633.108,subsidies_OECD
NZL,2014,2,General service support estimate,2F,Research and development,Reported,2014 US$,OECD FSE database,34311152.1,subsidies_OECD
NZL,2015,2,General service support estimate,2F,Research and development,Reported,2015 US$,OECD FSE database,29331528.962,subsidies_OECD
NZL,2016,2,General service support estimate,2F,Research and development,Reported,2016 US$,OECD FSE database,20068151.053,subsidies_OECD
NZL,2017,2,General service support estimate,2F,Research and development,Reported,2017 US$,OECD FSE database,24402796.224,subsidies_OECD
NZL,2008,2,General service support estimate,2G,Management of resources,Reported,2008 US$,OECD FSE database,45543419.15,subsidies_OECD
NZL,2009,2,General service support estimate,2G,Management of resources,Reported,2009 US$,OECD FSE database,38094138.963,subsidies_OECD
NZL,2010,2,General service support estimate,2G,Management of resources,Reported,2010 US$,OECD FSE database,41195073.785,subsidies_OECD
NZL,2011,2,General service support estimate,2G,Management of resources,Reported,2011 US$,OECD FSE database,45645049.278,subsidies_OECD
NZL,2012,2,General service support estimate,2G,Management of resources,Reported,2012 US$,OECD FSE database,47520763.279,subsidies_OECD
NZL,2013,2,General service support estimate,2G,Management of resources,Reported,2013 US$,OECD FSE database,30124191.498,subsidies_OECD
NZL,2014,2,General service support estimate,2G,Management of resources,Reported,2014 US$,OECD FSE database,48283222.418,subsidies_OECD
NZL,2015,2,General service support estimate,2G,Management of resources,Reported,2015 US$,OECD FSE database,35847606.023,subsidies_OECD
NZL,2016,2,General service support estimate,2G,Management of resources,Reported,2016 US$,OECD FSE database,36950002.133,subsidies_OECD
NZL,2017,2,General service support estimate,2G,Management of resources,Reported,2017 US$,OECD FSE database,38653878.927,subsidies_OECD
NZL,2008,3,Cost recovery charges,3C,"Cost recovery charges, for management, research and enforcement",Reported,2008 US$,OECD FSE database,-23472879.419,subsidies_OECD
NZL,2009,3,Cost recovery charges,3C,"Cost recovery charges, for management, research and enforcement",Reported,2009 US$,OECD FSE database,-18508635.318,subsidies_OECD
NZL,2010,3,Cost recovery charges,3C,"Cost recovery charges, for management, research and enforcement",Reported,2010 US$,OECD FSE database,-18766636.716,subsidies_OECD
NZL,2011,3,Cost recovery charges,3C,"Cost recovery charges, for management, research and enforcement",Reported,2011 US$,OECD FSE database,-25819493.597,subsidies_OECD
NZL,2012,3,Cost recovery charges,3C,"Cost recovery charges, for management, research and enforcement",Reported,2012 US$,OECD FSE database,-30328004.298,subsidies_OECD
NZL,2013,3,Cost recovery charges,3C,"Cost recovery charges, for management, research and enforcement",Reported,2013 US$,OECD FSE database,-27985351.995,subsidies_OECD
NZL,2014,3,Cost recovery charges,3C,"Cost recovery charges, for management, research and enforcement",Reported,2014 US$,OECD FSE database,-24255537.572,subsidies_OECD
NZL,2015,3,Cost recovery charges,3C,"Cost recovery charges, for management, research and enforcement",Reported,2015 US$,OECD FSE database,-17696090.872,subsidies_OECD
NZL,2016,3,Cost recovery charges,3C,"Cost recovery charges, for management, research and enforcement",Reported,2016 US$,OECD FSE database,-21248365.181,subsidies_OECD
NZL,2017,3,Cost recovery charges,3C,"Cost recovery charges, for management, research and enforcement",Reported,2017 US$,OECD FSE database,-25697714.629,subsidies_OECD
NOR,2008,0,Transfers to individual fishers - non budgetary,0B,Fuel tax concessions,Reported,2008 US$,OECD FSE database,60464403.505,subsidies_OECD
NOR,2009,0,Transfers to individual fishers - non budgetary,0B,Fuel tax concessions,Reported,2009 US$,OECD FSE database,58383170.45,subsidies_OECD
NOR,2010,0,Transfers to individual fishers - non budgetary,0B,Fuel tax concessions,Reported,2010 US$,OECD FSE database,64664335.523,subsidies_OECD
NOR,2011,0,Transfers to individual fishers - non budgetary,0B,Fuel tax concessions,Reported,2011 US$,OECD FSE database,63746493.677,subsidies_OECD
NOR,2012,0,Transfers to individual fishers - non budgetary,0B,Fuel tax concessions,Reported,2012 US$,OECD FSE database,61289222.436,subsidies_OECD
NOR,2013,0,Transfers to individual fishers - non budgetary,0B,Fuel tax concessions,Reported,2013 US$,OECD FSE database,55129049.666,subsidies_OECD
NOR,2014,0,Transfers to individual fishers - non budgetary,0B,Fuel tax concessions,Reported,2014 US$,OECD FSE database,62521425.144,subsidies_OECD
NOR,2015,0,Transfers to individual fishers - non budgetary,0B,Fuel tax concessions,Reported,2015 US$,OECD FSE database,52869936.778,subsidies_OECD
NOR,2016,0,Transfers to individual fishers - non budgetary,0B,Fuel tax concessions,Reported,2016 US$,OECD FSE database,54788646.379,subsidies_OECD
NOR,2017,0,Transfers to individual fishers - non budgetary,0B,Fuel tax concessions,Reported,2017 US$,OECD FSE database,65501438.929,subsidies_OECD
NOR,2008,1,Transfers to individual fishers - budgetary,1B,Transfers based on fishers income,Reported,2008 US$,OECD FSE database,1869748.343,subsidies_OECD
NOR,2009,1,Transfers to individual fishers - budgetary,1B,Transfers based on fishers income,Reported,2009 US$,OECD FSE database,4133479.375,subsidies_OECD
NOR,2010,1,Transfers to individual fishers - budgetary,1B,Transfers based on fishers income,Reported,2010 US$,OECD FSE database,2863362.968,subsidies_OECD
NOR,2011,1,Transfers to individual fishers - budgetary,1B,Transfers based on fishers income,Reported,2011 US$,OECD FSE database,1837784.335,subsidies_OECD
NOR,2012,1,Transfers to individual fishers - budgetary,1B,Transfers based on fishers income,Reported,2012 US$,OECD FSE database,1754108.029,subsidies_OECD
NOR,2013,1,Transfers to individual fishers - budgetary,1B,Transfers based on fishers income,Reported,2013 US$,OECD FSE database,2127108.998,subsidies_OECD
NOR,2014,1,Transfers to individual fishers - budgetary,1B,Transfers based on fishers income,Reported,2014 US$,OECD FSE database,1777245.253,subsidies_OECD
NOR,2015,1,Transfers to individual fishers - budgetary,1B,Transfers based on fishers income,Reported,2015 US$,OECD FSE database,396809.733,subsidies_OECD
NOR,2016,1,Transfers to individual fishers - budgetary,1B,Transfers based on fishers income,Reported,2016 US$,OECD FSE database,398798.804,subsidies_OECD
NOR,2017,1,Transfers to individual fishers - budgetary,1B,Transfers based on fishers income,Reported,2017 US$,OECD FSE database,465481.29,subsidies_OECD
NOR,2008,1,Transfers to individual fishers - budgetary,1C,Transfers based on the reduction of productive capacity,Reported,2008 US$,OECD FSE database,1991919.399,subsidies_OECD
NOR,2008,2,General service support estimate,2B,Provision of infrastructure,Reported,2008 US$,OECD FSE database,5400314.815,subsidies_OECD
NOR,2009,2,General service support estimate,2B,Provision of infrastructure,Reported,2009 US$,OECD FSE database,7090506.928,subsidies_OECD
NOR,2010,2,General service support estimate,2B,Provision of infrastructure,Reported,2010 US$,OECD FSE database,5958443.17,subsidies_OECD
NOR,2011,2,General service support estimate,2B,Provision of infrastructure,Reported,2011 US$,OECD FSE database,6423323.889,subsidies_OECD
NOR,2012,2,General service support estimate,2B,Provision of infrastructure,Reported,2012 US$,OECD FSE database,6190969.516,subsidies_OECD
NOR,2013,2,General service support estimate,2B,Provision of infrastructure,Reported,2013 US$,OECD FSE database,5955905.195,subsidies_OECD
NOR,2014,2,General service support estimate,2B,Provision of infrastructure,Reported,2014 US$,OECD FSE database,4363771.828,subsidies_OECD
NOR,2015,2,General service support estimate,2B,Provision of infrastructure,Reported,2015 US$,OECD FSE database,3360482.425,subsidies_OECD
NOR,2016,2,General service support estimate,2B,Provision of infrastructure,Reported,2016 US$,OECD FSE database,3952274.719,subsidies_OECD
NOR,2017,2,General service support estimate,2B,Provision of infrastructure,Reported,2017 US$,OECD FSE database,4231648.087,subsidies_OECD
NOR,2010,2,General service support estimate,2E,Education and training,Reported,2010 US$,OECD FSE database,2151660.033,subsidies_OECD
NOR,2011,2,General service support estimate,2E,Education and training,Reported,2011 US$,OECD FSE database,2087580.264,subsidies_OECD
NOR,2012,2,General service support estimate,2E,Education and training,Reported,2012 US$,OECD FSE database,935180.34,subsidies_OECD
NOR,2013,2,General service support estimate,2E,Education and training,Reported,2013 US$,OECD FSE database,2687134.255,subsidies_OECD
NOR,2014,2,General service support estimate,2E,Education and training,Reported,2014 US$,OECD FSE database,356401.146,subsidies_OECD
NOR,2015,2,General service support estimate,2E,Education and training,Reported,2015 US$,OECD FSE database,235605.779,subsidies_OECD
NOR,2016,2,General service support estimate,2E,Education and training,Reported,2016 US$,OECD FSE database,183804.583,subsidies_OECD
NOR,2017,2,General service support estimate,2E,Education and training,Reported,2017 US$,OECD FSE database,253898.885,subsidies_OECD
NOR,2008,2,General service support estimate,2F,Research and development,Reported,2008 US$,OECD FSE database,93629772.969,subsidies_OECD
NOR,2009,2,General service support estimate,2F,Research and development,Reported,2009 US$,OECD FSE database,80310483.634,subsidies_OECD
NOR,2010,2,General service support estimate,2F,Research and development,Reported,2010 US$,OECD FSE database,89531567.066,subsidies_OECD
NOR,2011,2,General service support estimate,2F,Research and development,Reported,2011 US$,OECD FSE database,98149102.722,subsidies_OECD
NOR,2012,2,General service support estimate,2F,Research and development,Reported,2012 US$,OECD FSE database,73969531.804,subsidies_OECD
NOR,2013,2,General service support estimate,2F,Research and development,Reported,2013 US$,OECD FSE database,90107995.792,subsidies_OECD
NOR,2014,2,General service support estimate,2F,Research and development,Reported,2014 US$,OECD FSE database,73897857.64,subsidies_OECD
NOR,2015,2,General service support estimate,2F,Research and development,Reported,2015 US$,OECD FSE database,113775766.659,subsidies_OECD
NOR,2016,2,General service support estimate,2F,Research and development,Reported,2016 US$,OECD FSE database,67212657.672,subsidies_OECD
NOR,2017,2,General service support estimate,2F,Research and development,Reported,2017 US$,OECD FSE database,57232859.019,subsidies_OECD
NOR,2008,2,General service support estimate,2G,Management of resources,Reported,2008 US$,OECD FSE database,132841370.313,subsidies_OECD
NOR,2009,2,General service support estimate,2G,Management of resources,Reported,2009 US$,OECD FSE database,134649362.476,subsidies_OECD
NOR,2010,2,General service support estimate,2G,Management of resources,Reported,2010 US$,OECD FSE database,127420645.133,subsidies_OECD
NOR,2011,2,General service support estimate,2G,Management of resources,Reported,2011 US$,OECD FSE database,147407610.942,subsidies_OECD
NOR,2012,2,General service support estimate,2G,Management of resources,Reported,2012 US$,OECD FSE database,136704861.535,subsidies_OECD
NOR,2013,2,General service support estimate,2G,Management of resources,Reported,2013 US$,OECD FSE database,154791423.488,subsidies_OECD
NOR,2014,2,General service support estimate,2G,Management of resources,Reported,2014 US$,OECD FSE database,144782015.114,subsidies_OECD
NOR,2015,2,General service support estimate,2G,Management of resources,Reported,2015 US$,OECD FSE database,109947296.755,subsidies_OECD
NOR,2016,2,General service support estimate,2G,Management of resources,Reported,2016 US$,OECD FSE database,100293455.038,subsidies_OECD
NOR,2017,2,General service support estimate,2G,Management of resources,Reported,2017 US$,OECD FSE database,118524436.804,subsidies_OECD
NOR,2008,3,Cost recovery charges,3C,"Cost recovery charges, for management, research and enforcement",Reported,2008 US$,OECD FSE database,-9155215.677,subsidies_OECD
NOR,2009,3,Cost recovery charges,3C,"Cost recovery charges, for management, research and enforcement",Reported,2009 US$,OECD FSE database,-9103352.403,subsidies_OECD
NOR,2010,3,Cost recovery charges,3C,"Cost recovery charges, for management, research and enforcement",Reported,2010 US$,OECD FSE database,-7044203.925,subsidies_OECD
NOR,2011,3,Cost recovery charges,3C,"Cost recovery charges, for management, research and enforcement",Reported,2011 US$,OECD FSE database,-8800310.579,subsidies_OECD
NOR,2012,3,Cost recovery charges,3C,"Cost recovery charges, for management, research and enforcement",Reported,2012 US$,OECD FSE database,-7077997.87,subsidies_OECD
NOR,2013,3,Cost recovery charges,3C,"Cost recovery charges, for management, research and enforcement",Reported,2013 US$,OECD FSE database,-4383546.224,subsidies_OECD
NOR,2014,3,Cost recovery charges,3C,"Cost recovery charges, for management, research and enforcement",Reported,2014 US$,OECD FSE database,-25512038.249,subsidies_OECD
NOR,2015,3,Cost recovery charges,3C,"Cost recovery charges, for management, research and enforcement",Reported,2015 US$,OECD FSE database,-27896220.23,subsidies_OECD
NOR,2016,3,Cost recovery charges,3C,"Cost recovery charges, for management, research and enforcement",Reported,2016 US$,OECD FSE database,-33167084.69,subsidies_OECD
NOR,2017,3,Cost recovery charges,3C,"Cost recovery charges, for management, research and enforcement",Reported,2017 US$,OECD FSE database,-31676424.92,subsidies_OECD
PRT,2009,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2009 US$,OECD FSE database,310818.406,subsidies_OECD
PRT,2010,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2010 US$,OECD FSE database,4227227.918,subsidies_OECD
PRT,2011,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2011 US$,OECD FSE database,2277505.405,subsidies_OECD
PRT,2012,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2012 US$,OECD FSE database,1406098.12,subsidies_OECD
PRT,2013,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2013 US$,OECD FSE database,2092360.069,subsidies_OECD
PRT,2014,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2014 US$,OECD FSE database,5077110.975,subsidies_OECD
PRT,2015,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2015 US$,OECD FSE database,3151031.538,subsidies_OECD
PRT,2016,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2016 US$,OECD FSE database,13718159.523,subsidies_OECD
PRT,2017,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2017 US$,OECD FSE database,19220915.366,subsidies_OECD
PRT,2009,1,Transfers to individual fishers - budgetary,1C,Transfers based on the reduction of productive capacity,Reported,2009 US$,OECD FSE database,15476907.677,subsidies_OECD
PRT,2010,1,Transfers to individual fishers - budgetary,1C,Transfers based on the reduction of productive capacity,Reported,2010 US$,OECD FSE database,9598973.642,subsidies_OECD
PRT,2011,1,Transfers to individual fishers - budgetary,1C,Transfers based on the reduction of productive capacity,Reported,2011 US$,OECD FSE database,1208045.087,subsidies_OECD
