Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2019,biomass,Total,atlantic,114476098.84208268,114476098.84208268,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2021,revenue_fleet,affected_oa,atlantic,2645463259.3654838,2352303671.2779393,-0.11081597412086493,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2022,revenue_fleet,affected_oa,atlantic,2649732490.3744397,2236933234.2795396,-0.15578903062647148,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2023,revenue_fleet,affected_oa,atlantic,2653304330.0207176,2135060624.3397002,-0.19532011455202006,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2024,revenue_fleet,affected_oa,atlantic,2656345460.505611,2044707065.861713,-0.23025559127670023,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2025,revenue_fleet,affected_oa,atlantic,2658977174.7980676,1964245057.7316287,-0.2612779544146329,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2026,revenue_fleet,affected_oa,atlantic,2661287377.759437,1892324178.4928465,-0.2889440673310479,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2027,revenue_fleet,affected_oa,atlantic,2663339805.0253396,1827815413.1886158,-0.3137130268770847,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2028,revenue_fleet,affected_oa,atlantic,2665180919.821205,1769768704.3884096,-0.3359667663735431,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2029,revenue_fleet,affected_oa,atlantic,2666844957.362493,1717380039.3694363,-0.3560255407318754,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2030,revenue_fleet,affected_oa,atlantic,2668357546.8773456,1669965538.1723328,-0.37415975601672435,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2031,revenue_fleet,affected_oa,atlantic,2669738274.157165,1626940789.0701804,-0.39059914418622,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2032,revenue_fleet,affected_oa,atlantic,2671002473.519918,1587804197.1253614,-0.405539975021846,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2033,revenue_fleet,affected_oa,atlantic,2672162469.6811867,1552123456.0812414,-0.41915079128163046,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2034,revenue_fleet,affected_oa,atlantic,2673228432.723974,1519524485.8464193,-0.43157701480151855,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2035,revenue_fleet,affected_oa,atlantic,2674208964.1958723,1489682337.8769467,-0.4429446771655369,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2036,revenue_fleet,affected_oa,atlantic,2675111498.203705,1462313684.4283738,-0.45336346338823846,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2037,revenue_fleet,affected_oa,atlantic,2675942576.277159,1437170590.781428,-0.46292921099194245,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2038,revenue_fleet,affected_oa,atlantic,2676708036.716962,1414035331.9594371,-0.4717259736352191,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2039,revenue_fleet,affected_oa,atlantic,2677413146.3600364,1392716063.3250747,-0.47982773401315265,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2040,revenue_fleet,affected_oa,atlantic,2678062693.7577353,1373043191.7579298,-0.487299832465334,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2041,revenue_fleet,affected_oa,atlantic,2678661056.581173,1354866323.5442483,-0.494200163841001,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2042,revenue_fleet,affected_oa,atlantic,2679212251.830062,1338051688.515906,-0.5005801844919391,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2043,revenue_fleet,affected_oa,atlantic,2679719974.541067,1322479958.7002194,-0.5064857629660692,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2044,revenue_fleet,affected_oa,atlantic,2680187628.749966,1308044394.786,-0.5119579014712231,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2045,revenue_fleet,affected_oa,atlantic,2680618353.16366,1294649265.8373284,-0.517033350044259,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2046,revenue_fleet,affected_oa,atlantic,2681015043.1377196,1282208497.4870822,-0.5217451312818997,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2047,revenue_fleet,affected_oa,atlantic,2681380369.9902077,1270644511.782241,-0.5261229902317509,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2048,revenue_fleet,affected_oa,atlantic,2681716798.3153114,1259887228.3002915,-0.5301937814269692,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2049,revenue_fleet,affected_oa,atlantic,2682026601.724425,1249873201.4032333,-0.5339818029397546,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2050,revenue_fleet,affected_oa,atlantic,2682311877.2924657,1240544872.7760825,-0.5375090856219551,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2051,revenue_fleet,affected_oa,atlantic,2682574558.893528,1231849921.8970153,-0.540795644313755,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2052,revenue_fleet,affected_oa,atlantic,2682816429.552092,1223740699.955789,-0.5438596966695564,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2053,revenue_fleet,affected_oa,atlantic,2683039132.90094,1216173735.0956526,-0.5467178543233887,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2054,revenue_fleet,affected_oa,atlantic,2683244183.815897,1209109298.7978637,-0.5493852903546168,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2055,revenue_fleet,affected_oa,atlantic,2683432978.285091,1202511024.8344903,-0.5518758863867796,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2056,revenue_fleet,affected_oa,atlantic,2683606802.5630155,1196345573.546702,-0.5542023621328893,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2057,revenue_fleet,affected_oa,atlantic,2683766841.655204,1190582335.3125587,-0.5563763897692874,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2058,revenue_fleet,affected_oa,atlantic,2683914187.176335,1185193167.9908583,-0.5584086951610907,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2059,revenue_fleet,affected_oa,atlantic,2684049844.622438,1180152163.898934,-0.5603091476622915,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2060,revenue_fleet,affected_oa,atlantic,2684174740.0960107,1175435442.528929,-0.562086839962258,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2061,revenue_fleet,affected_oa,atlantic,2684289726.5211334,1171020965.7508156,-0.5637501592391554,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2062,revenue_fleet,affected_oa,atlantic,2684395589.3839464,1166888372.7088609,-0.5653068507027852,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2063,revenue_fleet,affected_oa,atlantic,2684493052.0320764,1163018832.005876,-0.5667640744588601,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2064,revenue_fleet,affected_oa,atlantic,2684582780.5647936,1159394909.0982215,-0.5681284564991871,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2065,revenue_fleet,affected_oa,atlantic,2684665388.3438897,1156000447.1038897,-0.5694061345138433,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2066,revenue_fleet,affected_oa,atlantic,2684741440.1534,1152820459.4641037,-0.5706027991290535,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2067,revenue_fleet,affected_oa,atlantic,2684811456.0345435,1149841033.1022801,-0.5717237310955939,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2068,revenue_fleet,affected_oa,atlantic,2684875914.820477,1147049240.898476,-0.5727738348849643,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2069,revenue_fleet,affected_oa,atlantic,2684935257.3937955,1144433062.4470417,-0.5737576690925812,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2070,revenue_fleet,affected_oa,atlantic,2684989889.688072,1141981312.193965,-0.5746794739973362,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2071,revenue_fleet,affected_oa,atlantic,2685040185.453223,1139683574.1614392,-0.5755431965838286,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2072,revenue_fleet,affected_oa,atlantic,2685086488.8030157,1137530142.5632064,-0.5763525132963945,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2073,revenue_fleet,affected_oa,atlantic,2685129116.5616827,1135511967.6973884,-0.5771108507618377,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2074,revenue_fleet,affected_oa,atlantic,2685168360.425337,1133620606.5757189,-0.5778214046898159,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2075,revenue_fleet,affected_oa,atlantic,2685204488.9526763,1131848177.8108935,-0.5784871571355246,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2076,revenue_fleet,affected_oa,atlantic,2685237749.3983774,1130187320.3384953,-0.5791108922881366,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2077,revenue_fleet,affected_oa,atlantic,2685268369.401519,1128631155.5977504,-0.5796952109299619,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2078,revenue_fleet,affected_oa,atlantic,2685296558.540457,1127173252.837191,-0.5802425436951197,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2079,revenue_fleet,affected_oa,atlantic,2685322509.764666,1125807597.2479494,-0.580755163242343,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2080,revenue_fleet,affected_oa,atlantic,2685346400.713232,1124528560.6596026,-0.5812351954440864,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2019,revenue_fleet,unaffected_managed,atlantic,19145249609.850864,19145249609.850864,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2020,revenue_fleet,unaffected_managed,atlantic,19181686533.147263,19266203428.46163,0.004406124308637733,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2021,revenue_fleet,unaffected_managed,atlantic,19203485995.558952,19356106246.47471,0.007947528430569928,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2022,revenue_fleet,unaffected_managed,atlantic,19215844666.15081,19423720629.262093,0.010817945644484786,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2023,revenue_fleet,unaffected_managed,atlantic,19222270261.316658,19475379696.320663,0.01316750995398128,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2024,revenue_fleet,unaffected_managed,atlantic,19225084095.672096,19515635490.648518,0.01511314039150703,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2025,revenue_fleet,unaffected_managed,atlantic,19225789880.67355,19547733048.057125,0.016745380521775294,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2026,revenue_fleet,unaffected_managed,atlantic,19225338762.362206,19573965248.14255,0.018133697933211887,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2027,revenue_fleet,unaffected_managed,atlantic,19224315710.64578,19595939053.795208,0.019330900966406665,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2028,revenue_fleet,unaffected_managed,atlantic,19223067910.131027,19614773505.475212,0.020376851248480814,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2029,revenue_fleet,unaffected_managed,atlantic,19221791485.791794,19631244926.81293,0.021301523394621862,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2030,revenue_fleet,unaffected_managed,atlantic,19220588989.991,19645891763.445675,0.02212745788779665,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2031,revenue_fleet,unaffected_managed,atlantic,19219506792.834526,19659089100.4968,0.022871674720922587,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2032,revenue_fleet,unaffected_managed,atlantic,19218558916.226143,19671100843.290173,0.023547131136973574,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2033,revenue_fleet,unaffected_managed,atlantic,19217741883.30831,19682115751.924194,0.02416381026634652,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2034,revenue_fleet,unaffected_managed,atlantic,19217043716.40338,19692272008.48951,0.024729521309278205,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2035,revenue_fleet,unaffected_managed,atlantic,19216449193.58255,19701673770.56383,0.025250480569705094,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2036,revenue_fleet,unaffected_managed,atlantic,19215942762.201355,19710402207.116272,0.02573172969101165,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2037,revenue_fleet,unaffected_managed,atlantic,19215510021.372177,19718522787.553593,0.026177435083531313,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2038,revenue_fleet,unaffected_managed,atlantic,19215138358.225445,19726090059.291733,0.02659110184588207,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2039,revenue_fleet,unaffected_managed,atlantic,19214817106.005013,19733150762.78861,0.026975726801042852,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2040,revenue_fleet,unaffected_managed,atlantic,19214537450.41994,19739745859.25191,0.027333908515215992,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2041,revenue_fleet,unaffected_managed,atlantic,19214292219.571896,19745911855.551857,0.027667927077659808,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2042,revenue_fleet,unaffected_managed,atlantic,19214075635.17529,19751681680.008926,0.02797980267390223,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2043,revenue_fleet,unaffected_managed,atlantic,19213883067.110485,19757085274.167007,0.028271339278958817,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2044,revenue_fleet,unaffected_managed,atlantic,19213710811.82254,19762150006.532497,0.0285441578714973,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2045,revenue_fleet,unaffected_managed,atlantic,19213555902.537403,19766900975.307446,0.02879972221575944,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2046,revenue_fleet,unaffected_managed,atlantic,19213415952.32986,19771361241.8407,0.029039359315134166,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2047,revenue_fleet,unaffected_managed,atlantic,19213289027.55006,19775552020.32581,0.029264275989889947,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2048,revenue_fleet,unaffected_managed,atlantic,19213173547.599606,19779492839.07932,0.029475572584439932,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2049,revenue_fleet,unaffected_managed,atlantic,19213068206.667603,19783201682.43412,0.02967425450395588,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2050,revenue_fleet,unaffected_managed,atlantic,19212971913.25203,19786695118.476093,0.029861242071995215,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2051,revenue_fleet,unaffected_managed,atlantic,19212883743.782177,19789988415.612484,0.03003737905909487,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2052,revenue_fleet,unaffected_managed,atlantic,19212802907.23892,19793095649.68671,0.03020344013569992,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2053,revenue_fleet,unaffected_managed,atlantic,19212728718.242096,19796029802.660847,0.030360137436642107,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2054,revenue_fleet,unaffected_managed,atlantic,19212660576.589706,19798802853.532265,0.030508126378746444,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2055,revenue_fleet,unaffected_managed,atlantic,19212597951.67323,19801425861.985447,0.030648010841289507,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2056,revenue_fleet,unaffected_managed,atlantic,19212540370.555206,19803909045.213604,0.030780347796417317,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2057,revenue_fleet,unaffected_managed,atlantic,19212487408.785133,19806261848.32616,0.03090565146028498,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2058,revenue_fleet,unaffected_managed,atlantic,19212438683.25716,19808493008.757328,0.03102439702355976,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2059,revenue_fleet,unaffected_managed,atlantic,19212393846.589222,19810610615.09378,0.031137024010714835,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2060,revenue_fleet,unaffected_managed,atlantic,19212352582.637054,19812622160.738197,0.03124393931035961,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2061,revenue_fleet,unaffected_managed,atlantic,19212314602.858036,19814534592.81833,0.03134551991308253,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2062,revenue_fleet,unaffected_managed,atlantic,19212279643.31502,19816354356.738155,0.03144211538859855,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2063,revenue_fleet,unaffected_managed,atlantic,19212247462.166595,19818087436.749126,0.03153405013003145,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2064,revenue_fleet,unaffected_managed,atlantic,19212217837.53105,19819739392.89773,0.03162162538985412,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2065,revenue_fleet,unaffected_managed,atlantic,19212190565.64187,19821315394.68139,0.03170512112912564,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2066,revenue_fleet,unaffected_managed,atlantic,19212165459.234043,19822820251.719532,0.03178479769920921,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2067,revenue_fleet,unaffected_managed,atlantic,19212142346.116634,19824258441.72126,0.03186089737297586,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2068,revenue_fleet,unaffected_managed,atlantic,19212121067.898354,19825634136.00652,0.03193364574061988,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2069,revenue_fleet,unaffected_managed,atlantic,19212101478.84129,19826951222.81385,0.03200325298352751,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2070,revenue_fleet,unaffected_managed,atlantic,19212083444.82358,19828213328.60612,0.0320699150382124,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2071,revenue_fleet,unaffected_managed,atlantic,19212066842.396606,19829423837.564545,0.03213381466098034,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2072,revenue_fleet,unaffected_managed,atlantic,19212051557.924828,19830585909.44297,0.032195122402896216,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2073,revenue_fleet,unaffected_managed,atlantic,19212037486.799126,19831702495.936813,0.03225399750356872,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2074,revenue_fleet,unaffected_managed,atlantic,19212024532.715782,19832776355.705715,0.03231058871140138,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2075,revenue_fleet,unaffected_managed,atlantic,19212012607.01483,19833810068.1748,0.03236503503713786,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2076,revenue_fleet,unaffected_managed,atlantic,19212001628.07217,19834806046.226753,0.03241746644683573,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2077,revenue_fleet,unaffected_managed,atlantic,19211991520.74062,19835766547.885704,0.03246800449977702,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2078,revenue_fleet,unaffected_managed,atlantic,19211982215.83583,19836693687.08368,0.03251676293625332,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2079,revenue_fleet,unaffected_managed,atlantic,19211973649.663177,19837589443.59124,0.03256384821967683,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2080,revenue_fleet,unaffected_managed,atlantic,19211965763.582287,19838455672.18594,0.03260936003702501,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2019,revenue_fleet,unaffected_oa,atlantic,5695116682.763028,5695116682.763028,0,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2020,revenue_fleet,unaffected_oa,atlantic,5716880903.185476,5742070191.10259,0.004406124308637897,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2021,revenue_fleet,unaffected_oa,atlantic,5738825826.183686,5800356912.6615,0.010721894746670128,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2022,revenue_fleet,unaffected_oa,atlantic,5758823011.764023,5862756597.364604,0.018047713115729978,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2023,revenue_fleet,unaffected_oa,atlantic,5775961709.804641,5924868395.945308,0.025780414348644184,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2024,revenue_fleet,unaffected_oa,atlantic,5790037519.550973,5984141813.491736,0.033523840438915944,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
2025,revenue_fleet,unaffected_oa,atlantic,5801226592.422363,6039238891.701484,0.04102792667847437,RD/TN/RL/126 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | Relevant Authorities),Other
